,Completed
112306,True
112308,True
112309,True
112310,True
112317,True
112319,True
112320,True
112321,True
112322,True
112323,True
112325,True
112331,True
112332,True
112335,True
112336,True
112337,True
112338,True
112340,True
112341,True
112343,True
112344,True
112345,True
112347,True
112349,True
112352,True
112353,True
112354,True
112355,True
112356,True
112357,True
112359,True
112360,True
112362,True
112367,True
112370,True
112374,True
112378,True
112380,True
112382,True
112383,True
112392,True
112393,True
112399,True
112403,True
112405,True
112406,True
112407,True
112411,True
112416,True
112419,True
112421,True
112422,True
112425,True
112427,True
112429,True
112433,True
112434,True
112436,True
112437,True
112438,True
112441,True
112443,True
112446,True
112447,True
112448,True
112449,True
112450,True
112451,True
112458,True
112459,True
112460,True
112461,True
112464,True
112465,True
112466,True
112467,True
112468,True
112470,True
112471,True
112473,True
112475,True
112477,True
112478,True
112481,True
112482,True
112483,True
112484,True
112487,True
112488,True
112490,True
112493,True
112495,True
112496,True
112497,True
112498,True
112500,True
112503,True
112504,True
112505,True
112506,True
112507,True
112508,True
112509,True
112511,True
112515,True
112518,True
112521,True
112523,True
112524,True
112525,True
112526,True
112528,True
112532,True
112536,True
112537,True
112538,True
112541,True
112543,True
112548,True
112553,True
112555,True
112557,True
112558,True
112560,True
112563,True
112565,True
112567,True
112568,True
112569,True
112572,True
112576,True
112578,True
112579,True
112581,True
112583,True
112584,True
112588,True
112590,True
112592,True
112595,True
112601,True
112604,True
112605,True
112606,True
112608,True
112610,True
112611,True
112614,True
112615,True
112617,True
112620,True
112622,True
112623,True
112625,True
112629,True
112632,True
112637,True
112639,True
112640,True
112642,True
112646,True
112647,True
112648,True
112649,True
112650,True
112651,True
112652,True
112654,True
112656,True
112657,True
112658,True
112659,True
112660,True
112662,True
112665,True
112667,True
112670,True
112672,True
112673,True
112675,True
112678,True
112679,True
112681,True
112685,True
112691,True
112694,True
112695,True
112696,True
112697,True
112698,True
112699,True
112704,True
112705,True
112706,True
112710,True
112711,True
112722,True
112723,True
112724,True
112734,True
112737,True
112739,True
112743,True
112746,True
112747,True
112748,True
112753,True
112755,True
112758,True
112761,True
112769,True
112771,True
112773,True
112782,True
112783,True
112784,True
112785,True
112786,True
112787,True
112788,True
112789,True
112790,True
112795,True
112797,True
112800,True
112801,True
112802,True
112804,True
112805,True
112806,True
112807,True
112809,True
112811,True
112812,True
112813,True
112820,True
112821,True
112822,True
112823,True
112825,True
112827,True
112831,True
112832,True
112833,True
112834,True
112837,True
112841,True
112842,True
112844,True
112847,True
112848,True
112850,True
112851,True
112856,True
112857,True
112858,True
112863,True
112864,True
112867,True
112870,True
112872,True
112878,True
112879,True
112880,True
112882,True
112884,True
112885,True
112888,True
112889,True
112890,True
112892,True
112893,True
112894,True
112897,True
112898,True
112901,True
112903,True
112904,True
112905,True
112907,True
112920,True
112921,True
112924,True
112926,True
112931,True
112933,True
112934,True
112935,True
112941,True
112942,True
112943,True
112944,True
112945,True
112946,True
112947,True
112949,True
112950,True
112951,True
112956,True
112957,True
112958,True
112961,True
112964,True
112965,True
112968,True
112977,True
112981,True
112982,True
112985,True
112988,True
112989,True
112991,True
112996,True
112997,True
112998,True
112999,True
113001,True
113002,True
113003,True
113005,True
113007,True
113011,True
113012,True
113016,True
113018,True
113029,True
113031,True
113034,True
113035,True
113037,True
113038,True
113040,True
113041,True
113042,True
113044,True
113045,True
113046,True
113047,True
113048,True
113051,True
113052,True
113053,True
113058,True
113060,True
113061,True
113062,True
113063,True
113064,True
113066,True
113067,True
113068,True
113071,True
113072,True
113073,True
113074,True
113076,True
113078,True
113080,True
113081,True
113084,True
113087,True
113088,True
113091,True
113095,True
113097,True
113098,True
113099,True
113102,True
113104,True
113108,True
113110,True
113111,True
113113,True
113114,True
113116,True
113117,True
113118,True
113119,True
113121,True
113123,True
113124,True
113126,True
113130,True
113131,True
113135,True
113137,True
113140,True
113141,True
113144,True
113146,True
113147,True
113149,True
113150,True
113151,True
113152,True
113153,True
113156,True
113157,True
113158,True
113162,True
113164,True
113165,True
113173,True
113175,True
113176,True
113179,True
113180,True
113185,True
113188,True
113190,True
113191,True
113192,True
113199,True
113201,True
113202,True
113203,True
113204,True
113205,True
113207,True
113208,True
113209,True
113213,True
113214,True
113216,True
113221,True
113222,True
113223,True
113224,True
113226,True
113227,True
113228,True
113229,True
113230,True
113231,True
113232,True
113234,True
113236,True
113238,True
113240,True
113251,True
113256,True
113257,True
113258,True
113263,True
113264,True
113266,True
113267,True
113268,True
113269,True
113271,True
113272,True
113274,True
113277,True
113279,True
113280,True
113281,True
113282,True
113283,True
113284,True
113288,True
113289,True
113293,True
113294,True
113298,True
113302,True
113303,True
113305,True
113307,True
113308,True
113309,True
113310,True
113311,True
113313,True
113315,True
113316,True
113317,True
113318,True
113321,True
113323,True
113324,True
113326,True
113329,True
113331,True
113333,True
113335,True
113337,True
113339,True
113340,True
113341,True
113343,True
113344,True
113347,True
113348,True
113353,True
113354,True
113355,True
113357,True
113358,True
113362,True
113363,True
113365,True
113366,True
113368,True
113373,True
113374,True
113375,True
113376,True
113377,True
113379,True
113380,True
113381,True
113386,True
113387,True
113388,True
113390,True
113392,True
113393,True
113394,True
113395,True
113396,True
113397,True
113398,True
113400,True
113401,True
113402,True
113403,True
113407,True
113408,True
113409,True
113410,True
113411,True
113415,True
113416,True
113417,True
113418,True
113420,True
113422,True
113424,True
113427,True
113428,True
113433,True
113434,True
113435,True
113436,True
113440,True
113441,True
113449,True
113450,True
113451,True
113452,True
113453,True
113454,True
113455,True
113456,True
113459,True
113464,True
113472,True
113475,True
113476,True
113478,True
113479,True
113483,True
113485,True
113487,True
113488,True
113492,True
113496,True
113498,True
113503,True
113506,True
113513,True
113517,True
113521,True
113524,True
113526,True
113527,True
113528,True
113531,True
113532,True
113535,True
113536,True
113538,True
113539,True
113540,True
113543,True
113544,True
113547,True
113548,True
113550,True
113553,True
113556,True
113558,True
113559,True
113560,True
113561,True
113562,True
113563,True
113568,True
113569,True
113570,True
113571,True
113574,True
113576,True
113578,True
113581,True
113582,True
113583,True
113586,True
113588,True
113589,True
113591,True
113593,True
113595,True
113596,True
113598,True
113606,True
113611,True
113613,True
113614,True
113615,True
113616,True
113622,True
113623,True
113624,True
113626,True
113627,True
113633,True
113634,True
113636,True
113638,True
113639,True
113640,True
113641,True
113645,True
113649,True
113650,True
113651,True
113652,True
113653,True
113654,True
113656,True
113659,True
113661,True
113664,True
113665,True
113666,True
113669,True
113670,True
113671,True
113674,True
113675,True
113677,True
113678,True
113679,True
113680,True
113681,True
113683,True
113686,True
113687,True
113688,True
113692,True
113696,True
113698,True
113699,True
113704,True
113706,True
113708,True
113709,True
113711,True
113716,True
113717,True
113718,True
113719,True
113720,True
113722,True
113726,True
113733,True
113734,True
113737,True
113738,True
113742,True
113743,True
113746,True
113749,True
113754,True
113755,True
113757,True
113760,True
113762,True
113763,True
113764,True
113767,True
113768,True
113770,True
113771,True
113772,True
113773,True
113774,True
113775,True
113780,True
113783,True
113785,True
113787,True
113788,True
113792,True
113793,True
113796,True
113797,True
113798,True
113799,True
113800,True
113801,True
113803,True
113806,True
113810,True
113811,True
113814,True
113815,True
113820,True
113825,True
113827,True
113829,True
113831,True
113832,True
113833,True
113835,True
113836,True
113838,True
113841,True
113843,True
113844,True
113845,True
113846,True
113847,True
113848,True
113849,True
113850,True
113851,True
113852,True
113853,True
113854,True
113855,True
113856,True
113859,True
113863,True
113865,True
113872,True
113874,True
113876,True
113879,True
113884,True
113886,True
113887,True
113889,True
113891,True
113892,True
113893,True
113894,True
113896,True
113897,True
113898,True
113899,True
113900,True
113903,True
113905,True
113906,True
113913,True
113918,True
113920,True
113922,True
113925,True
113932,True
113933,True
113936,True
113938,True
113939,True
113940,True
113942,True
113944,True
113945,True
113947,True
113952,True
113954,True
113959,True
113961,True
113965,True
113967,True
113968,True
113969,True
113970,True
113972,True
113973,True
113974,True
113976,True
113979,True
113980,True
113981,True
113985,True
113989,True
113990,True
113992,True
113994,True
114004,True
114005,True
114006,True
114007,True
114008,True
114009,True
114010,True
114011,True
114012,True
114013,True
114014,True
114016,True
114017,True
114018,True
114019,True
114021,True
114024,True
114027,True
114028,True
114029,True
114030,True
114031,True
114032,True
114033,True
114034,True
114036,True
114040,True
114041,True
114042,True
114044,True
114045,True
114046,True
114050,True
114052,True
114053,True
114058,True
114060,True
114063,True
114064,True
114065,True
114067,True
114068,True
114070,True
114074,True
114075,True
114078,True
114079,True
114080,True
114081,True
114083,True
114085,True
114086,True
114087,True
114088,True
114090,True
114091,True
114092,True
114095,True
114096,True
114099,True
114100,True
114101,True
114102,True
114105,True
114107,True
114109,True
114110,True
114118,True
114119,True
114122,True
114123,True
114125,True
114126,True
114129,True
114133,True
114137,True
114138,True
114139,True
114146,True
114149,True
114151,True
114152,True
114154,True
114157,True
114159,True
114165,True
114168,True
114171,True
114172,True
114174,True
114177,True
114180,True
114181,True
114182,True
114183,True
114185,True
114186,True
114189,True
114191,True
114196,True
114198,True
114204,True
114205,True
114207,True
114210,True
114212,True
114217,True
114221,True
114222,True
114224,True
114225,True
114228,True
114230,True
114231,True
114233,True
114234,True
114235,True
114236,True
114237,True
114238,True
114240,True
114251,True
114252,True
114253,True
114258,True
114261,True
114262,True
114263,True
114264,True
114265,True
114266,True
114267,True
114273,True
114275,True
114276,True
114277,True
114278,True
114279,True
114280,True
114284,True
114285,True
114289,True
114290,True
114291,True
114293,True
114295,True
114297,True
114300,True
114304,True
114305,True
114307,True
114308,True
114310,True
114311,True
114313,True
114316,True
114318,True
114322,True
114332,True
114333,True
114334,True
114335,True
114339,True
114342,True
114344,True
114347,True
114348,True
114349,True
114350,True
114352,True
114353,True
114358,True
114360,True
114361,True
114362,True
114367,True
114368,True
114370,True
114373,True
114374,True
114375,True
114378,True
114379,True
114381,True
114385,True
114387,True
114389,True
114392,True
114396,True
114399,True
114400,True
114402,True
114403,True
114405,True
114406,True
114407,True
114408,True
114410,True
114412,True
114413,True
114415,True
114416,True
114417,True
114418,True
114419,True
114423,True
114424,True
114428,True
114431,True
114432,True
114434,True
114435,True
114439,True
114440,True
114441,True
114442,True
114443,True
114446,True
114449,True
114457,True
114460,True
114463,True
114467,True
114468,True
114472,True
114480,True
114482,True
114483,True
114485,True
114495,True
114497,True
114500,True
114503,True
114509,True
114510,True
114514,True
114520,True
114523,True
114526,True
114527,True
114528,True
114531,True
114538,True
114539,True
114540,True
114541,True
114543,True
114545,True
114548,True
114550,True
114553,True
114554,True
114555,True
114557,True
114558,True
114559,True
114562,True
114563,True
114565,True
114568,True
114569,True
114570,True
114571,True
114574,True
114575,True
114576,True
114577,True
114579,True
114580,True
114582,True
114588,True
114589,True
114590,True
114591,True
114592,True
114594,True
114596,True
114597,True
114598,True
114601,True
114603,True
114604,True
114606,True
114607,True
114608,True
114609,True
114613,True
114615,True
114618,True
114621,True
114623,True
114625,True
114627,True
114630,True
114636,True
114638,True
114639,True
114640,True
114641,True
114644,True
114646,True
114648,True
114649,True
114656,True
114659,True
114661,True
114662,True
114664,True
114665,True
114667,True
114668,True
114670,True
114671,True
114676,True
114678,True
114680,True
114682,True
114683,True
114685,True
114686,True
114690,True
114691,True
114697,True
114698,True
114705,True
114707,True
114709,True
114711,True
114712,True
114713,True
114714,True
114715,True
114716,True
114718,True
114720,True
114721,True
114724,True
114725,True
114728,True
114733,True
114734,True
114736,True
114738,True
114739,True
114744,True
114746,True
114748,True
114749,True
114750,True
114754,True
114755,True
114756,True
114757,True
114759,True
114760,True
114761,True
114763,True
114764,True
114765,True
114766,True
114767,True
114768,True
114770,True
114771,True
114773,True
114775,True
114777,True
114778,True
114780,True
114783,True
114785,True
114786,True
114787,True
114788,True
114789,True
114790,True
114791,True
114792,True
114794,True
114796,True
114797,True
114799,True
114802,True
114804,True
114805,True
114806,True
114807,True
114808,True
114813,True
114814,True
114815,True
114829,True
114831,True
114833,True
114835,True
114837,True
114840,True
114844,True
114851,True
114852,True
114857,True
114860,True
114863,True
114866,True
114873,True
114874,True
114875,True
114878,True
114879,True
114882,True
114885,True
114887,True
114889,True
114892,True
114899,True
114904,True
114906,True
114913,True
114914,True
114917,True
114921,True
114922,True
114923,True
114924,True
114926,True
114928,True
114929,True
114930,True
114932,True
114933,True
114934,True
114938,True
114939,True
114940,True
114942,True
114944,True
114948,True
114950,True
114951,True
114952,True
114953,True
114954,True
114955,True
114958,True
114960,True
114962,True
114964,True
114965,True
114969,True
114970,True
114973,True
114975,True
114976,True
114978,True
114979,True
114983,True
114987,True
114990,True
114991,True
114993,True
114995,True
114997,True
114998,True
114999,True
115002,True
115004,True
115006,True
115007,True
115009,True
115010,True
115011,True
115012,True
115013,True
115014,True
115016,True
115017,True
115020,True
115022,True
115023,True
115025,True
115026,True
115031,True
115032,True
115034,True
115035,True
115036,True
115039,True
115041,True
115043,True
115047,True
115052,True
115057,True
115058,True
115059,True
115060,True
115064,True
115065,True
115068,True
115069,True
115072,True
115076,True
115077,True
115078,True
115082,True
115084,True
115086,True
115087,True
115092,True
115095,True
115096,True
115097,True
115102,True
115103,True
115105,True
115106,True
115107,True
115108,True
115110,True
115112,True
115116,True
115120,True
115121,True
115125,True
115126,True
115127,True
115135,True
115136,True
115137,True
115138,True
115141,True
115143,True
115146,True
115149,True
115152,True
115157,True
115160,True
115161,True
115163,True
115164,True
115168,True
115170,True
115171,True
115172,True
115173,True
115175,True
115176,True
115180,True
115181,True
115182,True
115185,True
115186,True
115189,True
115190,True
115191,True
115192,True
115193,True
115194,True
115195,True
115198,True
115203,True
115204,True
115205,True
115209,True
115211,True
115212,True
115213,True
115214,True
115215,True
115216,True
115217,True
115218,True
115219,True
115222,True
115224,True
115225,True
115226,True
115227,True
115228,True
115232,True
115239,True
115240,True
115242,True
115243,True
115245,True
115247,True
115252,True
115254,True
115258,True
115261,True
115262,True
115263,True
115264,True
115265,True
115266,True
115267,True
115273,True
115275,True
115276,True
115280,True
115281,True
115284,True
115288,True
115292,True
115295,True
115298,True
115302,True
115303,True
115304,True
115306,True
115308,True
115310,True
115313,True
115314,True
115315,True
115317,True
115319,True
115320,True
115324,True
115325,True
115326,True
115328,True
115330,True
115334,True
115335,True
115336,True
115337,True
115338,True
115339,True
115340,True
115341,True
115347,True
115348,True
115351,True
115352,True
115354,True
115355,True
115356,True
115359,True
115360,True
115363,True
115364,True
115367,True
115369,True
115371,True
115373,True
115374,True
115376,True
115377,True
115378,True
115382,True
115385,True
115386,True
115392,True
115393,True
115395,True
115397,True
115399,True
115403,True
115405,True
115406,True
115407,True
115408,True
115409,True
115414,True
115415,True
115417,True
115422,True
115425,True
115426,True
115428,True
115430,True
115432,True
115433,True
115434,True
115437,True
115438,True
115441,True
115446,True
115448,True
115450,True
115453,True
115455,True
115457,True
115458,True
115459,True
115460,True
115461,True
115462,True
115464,True
115475,True
115479,True
115481,True
115482,True
115483,True
115485,True
115491,True
115492,True
115499,True
115500,True
115502,True
115503,True
115504,True
115506,True
115508,True
115509,True
115510,True
115515,True
115517,True
115518,True
115519,True
115520,True
115521,True
115527,True
115529,True
115530,True
115531,True
115535,True
115536,True
115544,True
115547,True
115549,True
115550,True
115551,True
115553,True
115555,True
115556,True
115557,True
115562,True
115563,True
115565,True
115567,True
115568,True
115569,True
115570,True
115573,True
115574,True
115578,True
115579,True
115582,True
115583,True
115586,True
115587,True
115590,True
115592,True
115593,True
115595,True
115596,True
115601,True
115605,True
115606,True
115607,True
115611,True
115613,True
115617,True
115618,True
115619,True
115620,True
115621,True
115622,True
115623,True
115625,True
115633,True
115636,True
115640,True
115641,True
115643,True
115644,True
115645,True
115647,True
115649,True
115652,True
115653,True
115654,True
115655,True
115657,True
115658,True
115659,True
115665,True
115666,True
115667,True
115669,True
115671,True
115673,True
115675,True
115677,True
115678,True
115682,True
115684,True
115685,True
115692,True
115695,True
115696,True
115697,True
115698,True
115699,True
115700,True
115706,True
115707,True
115708,True
115709,True
115711,True
115712,True
115716,True
115717,True
115718,True
115719,True
115721,True
115730,True
115735,True
115737,True
115741,True
115742,True
115745,True
115746,True
115753,True
115754,True
115760,True
115765,True
115767,True
115770,True
115774,True
115775,True
115776,True
115777,True
115778,True
115780,True
115784,True
115791,True
115792,True
115796,True
115797,True
115799,True
115803,True
115804,True
115806,True
115807,True
115813,True
115814,True
115815,True
115816,True
115818,True
115819,True
115823,True
115824,True
115826,True
115829,True
115830,True
115832,True
115837,True
115839,True
115842,True
115843,True
115844,True
115850,True
115852,True
115853,True
115855,True
115856,True
115861,True
115862,True
115863,True
115865,True
115867,True
115868,True
115869,True
115871,True
115874,True
115875,True
115876,True
115879,True
115880,True
115882,True
115888,True
115893,True
115896,True
115897,True
115899,True
115900,True
115902,True
115903,True
115904,True
115905,True
115906,True
115907,True
115912,True
115913,True
115914,True
115917,True
115922,True
115923,True
115924,True
115925,True
115928,True
115929,True
115931,True
115932,True
115933,True
115935,True
115936,True
115940,True
115947,True
115948,True
115949,True
115951,True
115953,True
115955,True
115957,True
115958,True
115959,True
115960,True
115961,True
115962,True
115963,True
115964,True
115965,True
115967,True
115968,True
115969,True
115970,True
115971,True
115972,True
115973,True
115974,True
115976,True
115977,True
115978,True
115980,True
115982,True
115984,True
115986,True
115987,True
115988,True
115990,True
115992,True
115994,True
115995,True
115996,True
115998,True
115999,True
116004,True
116007,True
116010,True
116011,True
116012,True
116013,True
116014,True
116016,True
116017,True
116018,True
116019,True
116023,True
116025,True
116026,True
116028,True
116029,True
116030,True
116031,True
116032,True
116033,True
116037,True
116041,True
116042,True
116045,True
116046,True
116047,True
116049,True
116050,True
116055,True
116056,True
116059,True
116060,True
116064,True
116065,True
116066,True
116071,True
116072,True
116073,True
116074,True
116075,True
116077,True
116078,True
116081,True
116082,True
116084,True
116085,True
116087,True
116096,True
116103,True
116105,True
116107,True
116112,True
116116,True
116117,True
116118,True
116121,True
116122,True
116123,True
116127,True
116130,True
116133,True
116134,True
116139,True
116142,True
116143,True
116147,True
116152,True
116153,True
116154,True
116155,True
116157,True
116159,True
116160,True
116162,True
116163,True
116165,True
116166,True
116167,True
116168,True
116170,True
116174,True
116175,True
116180,True
116181,True
116183,True
116184,True
116185,True
116187,True
116190,True
116195,True
116196,True
116197,True
116198,True
116200,True
116201,True
116204,True
116206,True
116211,True
116212,True
116217,True
116219,True
116222,True
116223,True
116224,True
116225,True
116227,True
116228,True
116229,True
116235,True
116237,True
116243,True
116244,True
116245,True
116248,True
116249,True
116250,True
116252,True
116259,True
116261,True
116262,True
116265,True
116268,True
116269,True
116270,True
116273,True
116274,True
116276,True
116278,True
116280,True
116281,True
116283,True
116285,True
116289,True
116291,True
116293,True
116294,True
116299,True
116301,True
116305,True
116307,True
116309,True
116315,True
116322,True
116328,True
116330,True
116332,True
116333,True
116339,True
116340,True
116341,True
116343,True
116344,True
116346,True
116347,True
116349,True
116351,True
116354,True
116358,True
116361,True
116364,True
116367,True
116368,True
116369,True
116377,True
116380,True
116382,True
116385,True
116386,True
116387,True
116392,True
116393,True
116395,True
116399,True
116402,True
116403,True
116405,True
116406,True
116407,True
116411,True
116412,True
116413,True
116414,True
116416,True
116417,True
116418,True
116419,True
116421,True
116423,True
116424,True
116427,True
116429,True
116430,True
116431,True
116441,True
116442,True
116445,True
116447,True
116448,True
116449,True
116453,True
116454,True
116455,True
116456,True
116457,True
116458,True
116459,True
116460,True
116461,True
116462,True
116463,True
116465,True
116467,True
116468,True
116470,True
116471,True
116472,True
116475,True
116476,True
116477,True
116483,True
116485,True
116488,True
116489,True
116490,True
116493,True
116494,True
116497,True
116498,True
116499,True
116502,True
116503,True
116504,True
116507,True
116508,True
116509,True
116511,True
116512,True
116514,True
116519,True
116521,True
116522,True
116523,True
116525,True
116526,True
116527,True
116528,True
116529,True
116530,True
116531,True
116532,True
116535,True
116537,True
116538,True
116541,True
116543,True
116545,True
116548,True
116552,True
116553,True
116554,True
116559,True
116560,True
116561,True
116564,True
116566,True
116569,True
116573,True
116574,True
116579,True
116586,True
116587,True
116588,True
116592,True
116602,True
116604,True
116605,True
116607,True
116608,True
116612,True
116614,True
116615,True
116616,True
116619,True
116623,True
116629,True
116632,True
116635,True
116636,True
116639,True
116640,True
116641,True
116645,True
116647,True
116651,True
116654,True
116656,True
116660,True
116664,True
116666,True
116667,True
116668,True
116670,True
116671,True
116672,True
116673,True
116676,True
116679,True
116681,True
116682,True
116683,True
116684,True
116686,True
116687,True
116689,True
116690,True
116691,True
116692,True
116693,True
116697,True
116698,True
116699,True
116701,True
116702,True
116703,True
116705,True
116706,True
116708,True
116709,True
116712,True
116715,True
116716,True
116719,True
116720,True
116722,True
116723,True
116725,True
116728,True
116729,True
116731,True
116733,True
116735,True
116736,True
116737,True
116741,True
116742,True
116743,True
116747,True
116750,True
116751,True
116752,True
116756,True
116761,True
116762,True
116768,True
116771,True
116772,True
116773,True
116775,True
116776,True
116777,True
116778,True
116779,True
116780,True
116785,True
116787,True
116789,True
116790,True
116791,True
116792,True
116795,True
116796,True
116799,True
116800,True
116801,True
116803,True
116805,True
116809,True
116813,True
116819,True
116822,True
116826,True
116828,True
116829,True
116830,True
116832,True
116835,True
116836,True
116837,True
116839,True
116840,True
116843,True
116844,True
116847,True
116848,True
116849,True
116850,True
116852,True
116853,True
116854,True
116856,True
116857,True
116858,True
116859,True
116861,True
116862,True
116866,True
116867,True
116870,True
116872,True
116876,True
116878,True
116879,True
116883,True
116884,True
116885,True
116886,True
116889,True
116892,True
116893,True
116895,True
116896,True
116897,True
116898,True
116900,True
116901,True
116902,True
116903,True
116905,True
116906,True
116907,True
116908,True
116909,True
116913,True
116914,True
116916,True
116917,True
116919,True
116922,True
116929,True
116931,True
116932,True
116935,True
116936,True
116937,True
116938,True
116940,True
116941,True
116943,True
116944,True
116945,True
116946,True
116947,True
116950,True
116953,True
116954,True
116955,True
116957,True
116958,True
116959,True
116960,True
116961,True
116964,True
116965,True
116967,True
116968,True
116969,True
116970,True
116972,True
116974,True
116975,True
116977,True
116978,True
116979,True
116984,True
116988,True
116989,True
116990,True
116992,True
116996,True
116997,True
116998,True
116999,True
117001,True
117002,True
117003,True
117009,True
117010,True
117014,True
117015,True
117016,True
117017,True
117018,True
117020,True
117022,True
117029,True
117031,True
117035,True
117037,True
117039,True
117040,True
117043,True
117044,True
117045,True
117047,True
117048,True
117049,True
117051,True
117053,True
117059,True
117060,True
117062,True
117064,True
117065,True
117066,True
117068,True
117070,True
117071,True
117072,True
117074,True
117075,True
117078,True
117079,True
117080,True
117081,True
117084,True
117085,True
117086,True
117088,True
117089,True
117091,True
117096,True
117100,True
117101,True
117103,True
117104,True
117108,True
117109,True
117111,True
117112,True
117114,True
117116,True
117117,True
117118,True
117119,True
117123,True
117124,True
117125,True
117126,True
117132,True
117133,True
117134,True
117135,True
117136,True
117137,True
117138,True
117139,True
117140,True
117141,True
117142,True
117143,True
117144,True
117145,True
117147,True
117148,True
117150,True
117152,True
117153,True
117154,True
117155,True
117156,True
117157,True
117160,True
117164,True
117165,True
117166,True
117167,True
117168,True
117169,True
117171,True
117172,True
117175,True
117176,True
117178,True
117182,True
117184,True
117187,True
117189,True
117193,True
117194,True
117195,True
117196,True
117197,True
117198,True
117199,True
117200,True
117201,True
117202,True
117206,True
117208,True
117210,True
117211,True
117215,True
117216,True
117219,True
117221,True
117223,True
117224,True
117225,True
117230,True
117231,True
117232,True
117233,True
117235,True
117239,True
117241,True
117244,True
117246,True
117248,True
117249,True
117250,True
117252,True
117254,True
117261,True
117266,True
117267,True
117270,True
117271,True
117272,True
117273,True
117274,True
117276,True
117277,True
117278,True
117282,True
117283,True
117284,True
117285,True
117286,True
117287,True
117289,True
117291,True
117293,True
117294,True
117297,True
117299,True
117301,True
117302,True
117305,True
117306,True
117309,True
117310,True
117311,True
117313,True
117314,True
117316,True
117317,True
117320,True
117321,True
117323,True
117324,True
117325,True
117327,True
117328,True
117329,True
117332,True
117333,True
117334,True
117335,True
117338,True
117340,True
117342,True
117343,True
117345,True
117347,True
117349,True
117354,True
117355,True
117356,True
117361,True
117364,True
117366,True
117367,True
117368,True
117369,True
117371,True
117375,True
117376,True
117377,True
117379,True
117380,True
117382,True
117383,True
117384,True
117385,True
117386,True
117387,True
117388,True
117389,True
117390,True
117392,True
117393,True
117395,True
117398,True
117399,True
117400,True
117403,True
117404,True
117405,True
117406,True
117410,True
117412,True
117413,True
117414,True
117417,True
117419,True
117420,True
117421,True
117423,True
117424,True
117428,True
117429,True
117432,True
117433,True
117437,True
117438,True
117439,True
117440,True
117441,True
117442,True
117443,True
117444,True
117446,True
117447,True
117449,True
117450,True
117451,True
117452,True
117453,True
117454,True
117455,True
117456,True
117458,True
117460,True
117462,True
117463,True
117464,True
117466,True
117470,True
117472,True
117473,True
117478,True
117480,True
117481,True
117483,True
117484,True
117487,True
117490,True
117491,True
117492,True
117493,True
117496,True
117501,True
117502,True
117504,True
117505,True
117506,True
117510,True
117514,True
117517,True
117519,True
117522,True
117523,True
117524,True
117526,True
117528,True
117529,True
117532,True
117536,True
117538,True
117542,True
117543,True
117545,True
117551,True
117552,True
117553,True
117559,True
117561,True
117562,True
117563,True
117570,True
117572,True
117576,True
117577,True
117578,True
117579,True
117580,True
117581,True
117583,True
117584,True
117585,True
117587,True
117591,True
117593,True
117595,True
117596,True
117604,True
117606,True
117607,True
117609,True
117610,True
117615,True
117616,True
117620,True
117624,True
117625,True
117627,True
117628,True
117629,True
117630,True
117631,True
117634,True
117635,True
117637,True
117638,True
117639,True
117640,True
117644,True
117646,True
117648,True
117656,True
117661,True
117663,True
117664,True
117666,True
117670,True
117672,True
117675,True
117676,True
117677,True
117678,True
117680,True
117682,True
117683,True
117684,True
117685,True
117686,True
117689,True
117690,True
117691,True
117692,True
117694,True
117699,True
117700,True
117701,True
117702,True
117703,True
117708,True
117711,True
117714,True
117715,True
117719,True
117720,True
117725,True
117726,True
117728,True
117729,True
117733,True
117737,True
117742,True
117743,True
117744,True
117745,True
117750,True
117751,True
117752,True
117756,True
117757,True
117761,True
117762,True
117766,True
117768,True
117771,True
117776,True
117777,True
117778,True
117782,True
117784,True
117785,True
117787,True
117790,True
117792,True
117795,True
117796,True
117797,True
117799,True
117801,True
117805,True
117807,True
117815,True
117816,True
117817,True
117819,True
117820,True
117825,True
117827,True
117828,True
117830,True
117831,True
117835,True
117836,True
117837,True
117842,True
117845,True
117846,True
117847,True
117854,True
117857,True
117859,True
117860,True
117863,True
117865,True
117868,True
117869,True
117870,True
117871,True
117877,True
117879,True
117880,True
117881,True
117883,True
117884,True
117885,True
117886,True
117892,True
117893,True
117896,True
117899,True
117900,True
117901,True
117902,True
117904,True
117911,True
117913,True
117915,True
117916,True
117918,True
117921,True
117922,True
117923,True
117925,True
117926,True
117928,True
117933,True
117934,True
117938,True
117946,True
117949,True
117950,True
117951,True
117953,True
117956,True
117960,True
117961,True
117963,True
117965,True
117968,True
117969,True
117970,True
117972,True
117973,True
117976,True
117979,True
117980,True
117981,True
117982,True
117983,True
117985,True
117988,True
117992,True
117995,True
117998,True
117999,True
118000,True
118001,True
118005,True
118008,True
118009,True
118010,True
118011,True
118012,True
118016,True
118019,True
118020,True
118021,True
118022,True
118024,True
118025,True
118026,True
118028,True
118032,True
118035,True
118037,True
118038,True
118040,True
118043,True
118045,True
118051,True
118052,True
118053,True
118054,True
118056,True
118058,True
118064,True
118066,True
118069,True
118070,True
118071,True
118072,True
118073,True
118076,True
118078,True
118080,True
118081,True
118082,True
118083,True
118085,True
118089,True
118092,True
118093,True
118095,True
118098,True
118103,True
118106,True
118107,True
118108,True
118113,True
118117,True
118119,True
118123,True
118124,True
118125,True
118126,True
118133,True
118134,True
118135,True
118136,True
118137,True
118139,True
118142,True
118143,True
118147,True
118148,True
118149,True
118150,True
118151,True
118152,True
118156,True
118158,True
